Symbol,Name,Sector,Price,Price/Earnings,Dividend Yield_x,Earnings/Share,52 Week Low,52 Week High,Market Cap_x,EBITDA_x,Price/Sales,Price/Book,q1_max,q2_max,q3_max,q4_max,q1_mean,q2_mean,q3_mean,q4_mean,q1_min,q2_min,q3_min,q4_min,q1_std,q2_std,q3_std,q4_std,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expense,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income - Non-Controlling int,Net Income - Discontinued ops,Net Income,Preferred Dividends,Net Income Com,EPS,EPS Diluted,Weighted Average Shs Out,Weighted Average Shs Out (Dil),Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA_y,EBIT,Consolidated Income,Earnings Before Tax Margin,Net Profit Margin,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceToSalesRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,priceSalesRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,ebtperEBIT,niperEBT,grossProfitMargin,operatingProfitMargin,pretaxProfitMargin,netProfitMargin,effectiveTaxRate,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,eBTperEBIT,eBITperRevenue,payablesTurnover,inventoryTurnover,fixedAssetTurnover,assetTurnover,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,daysOfInventoryOutstanding,operatingCycle,daysOfPayablesOutstanding,cashConversionCycle,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,cashFlowCoverageRatios,shortTermCoverageRatios,capitalExpenditureCoverageRatios,dividendpaidAndCapexCoverageRatios,dividendPayoutRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Cash per Share,Book Value per Share,Tangible Book Value per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap_y,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,PTB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Income Quality,Dividend Yield_y,Payout Ratio,SG&A to Revenue,R&D to Revenue,Intangibles to Total Assets,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Graham Net-Net,Working Capital,Tangible Asset Value,Net Current Asset Value,Invested Capital,Average Receivables,Average Payables,Average Inventory,Days Sales Outstanding,Days Payables Outstanding,Days of Inventory on Hand,Receivables Turnover,Payables Turnover,Inventory Turnover,ROE,Capex per Share,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Weighted Average Shares Growth,Weighted Average Shares Diluted Growth,Dividends per Share Growth,Operating Cash Flow growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Receivables growth,Inventory Growth,Asset Growth,Book Value per Share Growth,Debt Growth,R&D Expense Growth,SG&A Expenses Growth,2018 PRICE VAR [%],Class,Year Founded
MMM,3M Company,Industrials,222.89,24.31,2.3328617,7.92,259.77,175.49,1.39E+11,9048000000,4.3902707,11.34,193.01,213.36,213.76,243.14,183.4533871,200.0095238,207.3342857,230.108254,174.18,188.65,199.03,212.76,6.468368164,7.821918218,3.942008541,8.315633458,31657000000,0.0514,16055000000,15602000000,1870000000,6626000000,7910000000,7692000000,0,7537000000,2679000000,11000000,0,4858000000,0,4858000000,8.13,7.93,595608108,597500000,4.7,0.4928,0.287,0.2381,0.153,0.1553,9081000000,7537000000,4869000000,0.2381,0.1535,3053000000,1076000000,4129000000,4911000000,4034000000,14277000000,8866000000,13449000000,0,0,23710000000,37987000000,1945000000,1853000000,7687000000,12096000000,13949000000,0,310000000,0,18678000000,26365000000,-7026000000,39115000000,11563000000,1076000000,9820000000,1203000000,3889000000,1544000000,324000000,6240000000,-1324000000,-958000000,-798000000,-3086000000,1603000000,-1334000000,-2803000000,-2655000000,156000000,655000000,4916000000,-0.07,12.1519,0,4.4334,28.984,28.6401,22.4918,21.64409279,27.8013872,4.266327795,0.020753871,16.5409249,11.68028531,0.238083204,1,0.644553536,0.492845184,1,0.242979436,0.153457371,0.355446464,0.3143,0.4201,0.1719,0.644553536,1,0.238083204,4.2693,8.534,3.570606813,0.833364046,1.857,1.176011448,0.397164043,-91.7104,56.623,,22.4255,,0.3672,1.2063,0.511264212,0.546762308,0,0.447343896,3.285220099,10.4435,8.228,5.1096,0.578,0.197112803,0.787820513,0.447343896,3.367512142,4.712990937,1.511994185,0.576986414,52.9824,8.1305,10.4435,8.228,5.1096,19.352,41.068,19.3523,23.3456,1.40E+11,1.50E+11,28.984,4.4334,22.4918,28.6401,12.1519,0,4.7436,16.5366,24.0656,30.547,0.0345,0.035,1.2063,0.3672,1.0814,1.857,0,1.2845,0.0199,0.578,0.2093,0.0591,0.354,0.2122,0.0418,-0.8575,0.0102,59.5575,0.1719,0.3143,-0.0861,6590000000,24538000000,-12088000000,27747000000,4651500000,1871500000,3709500000,56.623,22.4255,-91.7104,6.8058,4.2693,8.534,0.4201,-2.2159,0.0408,0.0698,0.0946,-0.038,-0.0263,-0.0282,-0.0119,-0.0097,0.0586,-0.0633,-0.0725,0.0452,0.0422,0.0263,0.0586,0.0646,0.0077,0.0361,0.0489,0.0212,0.017,-0.0524,-0.0141,0.0937,0.1477,0.1118,0.1182,0.1917,0.1544,0.1363,0.1973,0.0601,0.0499,-16.99433777,0,1902
AOS,A.O. Smith Corp,Industrials,60.24,27.76,1.1479592,1.7,68.39,48.925,10800000000,601000000,3.5754826,6.35,52.17,57.52,59.55,63.42,49.61241935,53.98952381,56.09031746,60.68619048,47.19,49.56,53.46,58.41,1.352766062,2.336002533,1.887966963,1.137789918,2996700000,0.1157,1764300000,1232400000,0,722800000,722800000,509600000,10100000,520800000,224300000,0,0,296500000,0,296500000,1.72,1.7,171929527,171929527,0.56,0.4113,0.201,0.1772,0.099,0.0775,601000000,530900000,296500000,0.1738,0.0989,346600000,473400000,820000000,592700000,297000000,1766900000,528900000,825400000,0,0,1430500000,3197400000,535000000,7500000,793800000,402900000,410400000,0,0,0,758700000,1552500000,-299500000,1788700000,1644900000,473400000,-409600000,57200000,251300000,70100000,9900000,326400000,-94200000,-43100000,-20800000,-158100000,86500000,-140000000,-96900000,-152100000,0,16200000,232200000,0.0387,6.4313,12.9089,3.5302,35.7733,45.5591,32.4106,31.6929749,34.88899497,3.451992862,0.009367218,18.45937938,6.288885044,0.177161544,0.980975702,0.569316436,0.411252378,1,0.170053726,0.09894217,0.430683564,0.1974,0.1803,0.2002,0.569316436,0.980975702,0.177161544,1.4453,10.9349,5.66591038,0.93723025,2.226,1.779667423,0.436633913,-61.4436,72.1912,,65.1633,,0.1284,0.2495,0.196747729,0.199678879,52.5644,0.795321637,1.943826372,1.8985,1.351,2.0159,0.326,0.108919812,0.711397059,0.795321637,43.52,3.464968153,1.708006279,0.326812816,17.4298,1.7245,1.8985,1.351,2.0159,9.567,13.796,9.5673,2.387,10578823796,10169223796,35.7733,3.5302,32.4106,45.5591,6.4313,12.9089,3.3935,16.9205,31.1557,43.7951,0.028,0.0219,0.2495,0.1284,-0.6815,2.226,52.5644,1.1008,0.0091,0.326,0.2412,0,0.2581,0.2886,0.0314,-1.3438,0.0033,19.2417,0.2002,0.1974,0.0203,973100000,2372000000,214400000,1642000000,555700000,531800000,274050000,72.1912,65.1633,-61.4436,5.3927,1.4453,10.9349,0.1803,-0.5479,0.1061,0.1301,0.1282,-0.0919,-0.0802,-0.0811,-0.0114,-0.0113,0.1667,-0.2691,-0.3654,0.0339,0.1067,0.0983,0.0661,0.1951,0.088,0.2651,0.1495,0.1412,0.0886,0.0815,0.0745,0.2047,0.3392,0.2313,0.1427,0.1828,0.106,0.098,0.2682,0,0.091,-29.63578014,0,1916
ABT,Abbott Laboratories,Health Care,56.27,22.51,1.9089824,0.26,64.6,42.28,1.02E+11,5744000000,3.7404804,3.19,45.72,49.27,53.64,57.47,43.23290323,45.26555556,50.17539683,55.41825397,39.05,42.67,47.94,53.68,2.063436881,2.055076153,1.509068101,0.897528038,27390000000,0.3135,12409000000,14981000000,2260000000,9182000000,13417000000,1564000000,904000000,2355000000,1878000000,0,-124000000,477000000,0,477000000,0.27,0.27,1740600687,1740000000,1.06,0.547,0.229,0.119,0.017,0.1619,6280000000,3259000000,477000000,0.086,0.0174,9610000000,0,9610000000,5249000000,3601000000,20147000000,7607000000,45493000000,883000000,1944000000,56103000000,76250000000,2402000000,714000000,8912000000,27210000000,27924000000,0,309000000,0,36240000000,45152000000,-6062000000,23978000000,31098000000,883000000,18314000000,1687000000,5796000000,3021000000,406000000,5570000000,-1135000000,-8437000000,-81000000,-9618000000,-2942000000,233000000,-1849000000,-5281000000,116000000,-9213000000,4435000000,-0.179,3.3047,0,3.736,217.7407,23.0653,18.3716,17.87835943,208.7682642,3.63572333,0.018567526,21.72013726,3.202214355,0.118985031,0.722614299,0.202547771,0.546951442,1,0.057101132,0.017415115,0.797452229,0.0253,0.0153,0.0167,0.202547771,0.722614299,0.118985031,4.2397,9.0771,3.600630998,0.359213115,2.261,1.667302513,1.078321364,-105.9203,69.9483,,32.0091,,0.3662,0.8979,0.466659807,0.473111721,3.6051,0.19946999,2.451926169,3.2011,2.549,5.523,3.926,0.20335889,0.796229803,0.19946999,7.801120448,4.907488987,1.866621984,3.876310273,15.7414,0.2741,3.2011,2.549,5.523,17.872,17.676,17.8724,16.0483,1.02E+11,1.21E+11,217.7407,3.736,18.3716,23.0653,3.3047,0,4.4047,19.2108,21.6596,27.2027,0.0046,0.0433,0.8979,0.3662,2.9162,2.261,3.6051,11.6771,0.018,3.926,0.3352,0.0825,0.5966,0.2038,0.0414,-0.3757,0.0148,10.3959,0.0167,0.0253,-0.2444,11235000000,30757000000,-25005000000,40159000000,4248500000,1790000000,3017500000,69.9483,32.0091,-105.9203,6.447,4.2397,9.0771,0.0153,-0.6523,0.274,0.4943,-0.4831,-0.6593,-0.7128,-0.7128,0.1781,0.1794,0.0192,0.739,1.1302,-0.0065,0.0541,0.0563,-0.0048,-0.1155,0.0971,-0.1929,-0.4085,-0.4334,0.0446,0.0098,0.0778,-0.0179,-0.1201,0.064,0.6161,0.4795,0.4478,0.2742,0.2689,0.5619,0.3631,25.28590894,1,1888
ABBV,AbbVie Inc.,Health Care,108.48,19.41,2.4995599,3.29,125.86,60.05,1.81E+11,10300000000,6.291571,26.14,66.55,73.18,89.22,98.21,62.86983871,67.22793651,76.13269841,94.24539683,60,63.45,69.85,89.56,2.021419313,2.788296485,6.742742384,2.605450754,28216000000,0.1006,7042000000,21174000000,5007000000,6295000000,11629000000,9545000000,1004000000,7727000000,2418000000,0,0,5309000000,0,5309000000,3.31,3.3,1596429740,1596000000,2.56,0.7504,0.363,0.3094,0.188,0.3342,10232000000,8731000000,5309000000,0.2739,0.1882,9303000000,486000000,9789000000,5088000000,1605000000,21223000000,2803000000,43344000000,2090000000,0,49563000000,70786000000,10226000000,6415000000,16641000000,30953000000,37368000000,0,2490000000,0,49048000000,65689000000,-2727000000,5459000000,5097000000,2576000000,27579000000,4741000000,0,1501000000,365000000,9960000000,-529000000,-308000000,563000000,-274000000,-2000000,-1156000000,-4107000000,-5512000000,29000000,4203000000,9431000000,-0.1755,30.8147,0,5.5679,29.7311,16.6538,15.7736,14.79738771,27.76078011,5.223347803,0.027866364,18.33834848,28.91543685,0.309434363,0.885007445,0.687071308,0.750425291,1,0.338283244,0.188155656,0.312928692,0.7189,1.0416,0.1175,0.687071308,0.885007445,0.309434363,0.7895,18.5084,10.06635747,0.398609895,1.275,0.893996755,0.559040923,-83.1901,65.818,,132.2827,,0.5279,7.3314,0.858613037,0.879971741,8.6962,0.266538215,13.88777712,6.2406,5.909,5.8289,0.773,0.352991211,0.94688755,0.266538215,1.552611068,18.82797732,2.148403796,0.773592014,17.6792,3.3264,6.2406,5.909,5.8289,3.194,17.194,3.1936,23.4135,1.57E+11,1.85E+11,29.7311,5.5679,15.7736,16.6538,30.8147,0,6.5454,18.0496,18.5425,19.5826,0.0336,0.06,7.3314,0.5279,2.6954,1.275,8.6962,1.8761,0.026,0.773,0.2231,0.1775,0.6123,0.0531,0.0187,-0.3524,0.0129,15.4231,0.1175,0.7189,-0.283,4582000000,27442000000,-44466000000,38866000000,4923000000,9802500000,1524500000,65.818,132.2827,-83.1901,5.7315,0.7895,18.5084,1.0416,-0.3315,0.0691,-0.0133,0.0219,-0.1082,-0.0932,-0.0909,-0.016,-0.0172,0.1228,0.4146,0.4372,,0.0869,0.1221,,0.0918,0.4102,,-0.0011,0.4408,,0.0841,0.43,,0,0.1553,0.0694,0.1115,0.0709,0.1176,0.0143,0.1418,0.0704,-2.66743189,0,2013
ACN,Accenture plc,Information Technology,150.51,25.47,1.7144699,5.44,162.6,114.82,98800000000,5643228000,2.604117,10.62,126.48,127.77,138.16,154.2,119.3948387,121.824127,130.3136508,144.9255556,113.21,114.86,122.94,134.25,3.871091997,3.480066108,4.04882233,5.620103827,36176841000,0.0396,25105349000,11071492000,0,5880090000,6389883000,4681609000,15545000,4426249000,981100000,189783000,0,3445149000,0,3445149000,5.56,5.44,684928806,620104250,2.42,0.306,0.145,0.1228,0.095,0.1232,5243583000,4441794000,3634932000,0.1224,0.0952,4126860000,3011000,4129871000,6926195000,0,12097289000,1140598000,5002352000,211610000,2214901000,10592601000,22689890000,1525065000,2907000,9824279000,22163000,25070000,3332768000,1420363000,0,3155411000,12979690000,-1094784000,7081855000,8949477000,214621000,-4104801000,1041223000,8296307000,801789000,795235000,4973039000,-515919000,-1728223000,0,-2233879000,-2120000,-1973006000,-1567578000,-3560235000,42326000,-778749000,4457120000,0.0458,9.0199,20.4512,2.4757,23.518,18.1922,18.0094,15.73195761,22.70892746,2.162589009,0.020036623,15.71152049,8.74192299,0.12278004,0.996500288,0.77834505,0.306038109,1,0.129409005,0.095230786,0.22165495,1.0092,0.385,0.3668,0.77834505,0.996500288,0.12278004,6.4523,0,31.71743331,1.594403543,1.231,1.125381924,0.420067468,0,69.8807,,15.3869,,0.0011,0.0028,0.00247034,0.002793456,285.7378,198.3661348,2.535331394,8.0197,6.682,6.6551,0.435,0.137464711,0.896256796,198.3661348,1710.71173,9.639185609,2.386871207,0.455010219,58.3399,5.5558,8.0197,6.682,6.6551,14.432,28.523,14.4322,0.0404,89561290673,85456489673,23.518,2.4757,18.0094,18.1922,9.0199,20.4512,2.3622,16.2973,17.184,19.173,0.0425,0.0498,0.0028,0.0011,-0.7828,1.231,285.7378,1.4435,0.0185,0.435,0.1625,0,0.2205,0.1037,0.0143,-0.6435,0.022,42.5861,0.3668,1.0092,-0.0099,2273010000,17687538000,-882401000,3761469000,6608369500,1402943000,0,69.8807,15.3869,0,5.4744,6.4523,0,0.385,-0.832,0.0773,-0.1747,-0.0268,-0.1621,-0.155,-0.1566,-0.0075,-0.0109,0.1,0.0655,0.0676,0.0509,0.0473,0.051,0.063,0.0391,0.1342,0.1044,0.0695,0.062,0.155,0.1749,0.1688,0.2133,0.1238,0.0917,0.101,0,0.101,0.1935,-0.0793,0,0.0756,-6.685850751,0,1989
ATVI,Activision Blizzard,Information Technology,65.83,31.8,0.43190324,1.28,74.945,38.93,52500000000,2704000000,10.59512,5.16,50.19,61.16,66.16,66.73,43.93548387,55.22571429,62.39,63.23047619,36.64,48.42,56.26,58.6,4.54247267,4.151966388,2.315191764,1.706407685,7017000000,0.0619,2501000000,4516000000,1069000000,2138000000,3207000000,1309000000,146000000,1151000000,878000000,0,0,273000000,0,273000000,0.36,0.36,756099455,754000000,0.3,0.6436,0.311,0.1848,0.039,0.2933,2185000000,1297000000,273000000,0.164,0.0389,4713000000,0,4713000000,918000000,46000000,6520000000,294000000,11322000000,0,459000000,12148000000,18668000000,323000000,0,3663000000,4390000000,4390000000,1929000000,21000000,0,5543000000,9206000000,-638000000,4916000000,9462000000,0,-323000000,843000000,3340000000,888000000,176000000,2213000000,-155000000,0,-55000000,-207000000,-510000000,178000000,-226000000,-624000000,76000000,1458000000,2058000000,0.0066,5.1451,0,6.9296,178.6389,23.5616,21.9723,21.62521744,175.2989238,6.820094941,0.004722441,26.06846966,5.057768569,0.184836825,0.887432537,0.237185056,0.643579877,1,0.186546957,0.038905515,0.762814944,0.0866,0.0289,0.0795,0.237185056,0.887432537,0.184836825,7.4972,147.7263,23.86734694,0.375883865,1.78,1.537264537,1.286650287,-6.7133,47.7512,,16.8013,,0.2352,0.464,0.316921744,0.316921744,8.8836,0.504100228,1.972944409,2.935,2.729,6.2507,0.833,0.315376942,0.929959331,0.504100228,,14.27741935,5.80839895,0.827838828,9.3064,0.3621,2.935,2.729,6.2507,12.549,9.743,12.5491,5.8223,48624755951,48301755951,178.6389,6.9296,21.9723,23.5616,5.1451,0,6.8835,22.1061,21.8264,23.4702,0.0056,0.0423,0.464,0.2352,-0.1478,1.78,8.8836,8.1062,0.0047,0.833,0.3047,0.1523,0.6065,0.07,0.0221,-0.1745,0.0251,10.0619,0.0795,0.0866,-0.0552,2857000000,7346000000,-2686000000,3360000000,825000000,272500000,47500000,47.7512,16.8013,-6.7133,8.5055,7.4972,147.7263,0.0289,-0.2056,0.0717,-0.0174,-0.0729,-0.7174,-0.7231,-0.7188,0.0189,0.0159,0.1538,0.0269,0.0193,0.1321,0.1634,0.1477,0.5079,0.194,0.1644,0.0903,-0.1892,-0.3228,0.1746,0.0428,0.075,0,0.1076,0.1447,0.2541,-0.0612,0.0697,0.0183,-0.1017,0.1159,0.1594,-27.21179741,0,2008
AYI,Acuity Brands Inc,Industrials,145.41,18.22,0.35118526,7.43,225.36,142,6242377704,587800000,1.7953473,3.55,239.93,204.06,206.68,178.33,211.2404839,176.5442857,186.3438095,166.3915873,198.59,162.78,157.66,156.41,8.658706682,8.246503211,14.39506461,5.741122237,3505100000,0.065,2024000000,1481100000,0,942300000,953600000,527500000,32500000,492600000,170900000,0,0,321700000,0,321700000,7.46,7.43,42093298,43100000,0.52,0.4226,0.171,0.1498,0.092,0.0784,599700000,525100000,321700000,0.1405,0.0918,311100000,0,311100000,573300000,328600000,1245600000,287700000,1349700000,0,3400000,1654000000,2899600000,395100000,400000,600900000,356500000,356900000,0,108200000,0,633100000,1234000000,-99700000,1659900000,1665600000,0,45800000,32600000,205400000,74600000,32000000,336600000,-61800000,0,13200000,-48800000,1000000,-354900000,-22700000,-391800000,1900000,-102100000,274800000,-0.0062,4.4473,23.4489,2.1231,23.6984,27.728,22.1084,22.48804602,23.52961234,2.159560723,0.002998886,13.73532815,4.544594314,0.149810276,0.938107027,0.653065367,0.422555705,1,0.150494993,0.091780548,0.346934633,0.345,0.1931,0.1658,0.653065367,0.938107027,0.149810276,2.4057,11.2379,12.18317692,1.208821906,2.073,1.471792312,0.517723415,-59.2584,59.7,,41.1433,,0.1231,0.2143,0.176301864,0.176464771,16.1569,0.943121322,1.740874159,7.8097,7.044,7.2181,0.07,0.096031497,0.816399287,0.943121322,841.5,5.446601942,3.983431953,0.070562636,81.3248,7.464,7.8097,7.044,7.2181,38.645,35.961,38.645,8.2807,7441674153,7487474153,23.6984,2.1231,22.1084,27.728,4.4473,23.4489,2.1362,12.4854,22.2444,27.247,0.0422,0.0369,0.2143,0.1231,0.0764,2.073,16.1569,1.0463,0.0029,0.07,0.2688,0,0.4655,0.1836,0.0176,-0.8284,0.0091,81.6846,0.1658,0.345,0.0016,644700000,1549900000,11600000,994800000,573050000,398050000,311900000,59.7,41.1433,-59.2584,6.1166,2.4057,11.2379,0.1931,-1.4339,0.0313,0.1013,0.1101,0.1063,0.1184,0.1207,-0.0092,-0.0114,0,-0.1323,-0.1031,0.0583,0.1173,0.133,0.0477,0.1343,0.1277,0.0794,0.2158,0.2203,0.0937,0.1392,0.1244,-0.0142,0,0,0.0009,0.1131,-0.0164,0.0128,0.0048,0,-0.0039,-35.8274569,0,1892
ADBE,Adobe Systems Inc,Information Technology,185.16,52.31,0,3.39,204.45,114.451,94600000000,2538040000,13.092818,11.06,130.13,145.41,156.87,185.4,117.3656452,136.918254,149.2557143,172.0393651,103.48,129.05,138.41,147.94,6.774574119,4.954482994,4.233998611,11.50287003,7301505000,0.2472,1010491000,6291014000,1224059000,2822298000,4122919000,2168095000,74402000,2137641000,443687000,0,0,1693954000,0,1693954000,3.43,3.38,492943014,493632000,0,0.8616,0.348,0.303,0.232,0.3745,2538040000,2212043000,1693954000,0.2928,0.232,2306072000,3513702000,5819774000,1217968000,0,7247813000,936976000,6207219000,0,0,7287743000,14535556000,113538000,0,3527457000,1881421000,1881421000,2494542000,467225000,0,2548230000,6075687000,-111821000,9573870000,8459869000,3513702000,-3938353000,210071000,3413919000,325997000,454472000,2912853000,-178122000,-459626000,194871000,-442877000,-1960000,-941649000,0,-1183735000,8516000,1294757000,2734731000,0.0445,10.4428,39.2179,12.1198,52.3382,32.4042,30.3802,30.42268753,52.31359095,12.13678778,0,36.56534556,10.47496322,0.30295713,0.96636503,0.792440826,0.861605107,1,0.296938097,0.232000663,0.207559174,0.3637,0.2002,0.2612,0.792440826,0.96636503,0.30295713,19.9104,0,7.792627559,0.50232031,2.055,1.995131904,0.653749146,0,60.8858,,5.6757,,0.1294,0.2224,0.181932912,0.181932912,29.731,1.54821967,1.718177433,5.9009,5.54,4.6716,0,0.398938712,0.938849643,1.54821967,,16.35313437,16.35313437,0,14.7914,3.4316,5.9009,5.54,4.6716,17.138,16.872,17.138,3.8114,88493129873,84554776873,52.3382,12.1198,30.3802,32.4042,10.4428,39.2179,11.5805,33.315,29.0282,30.9189,0.0191,0.0309,0.2224,0.1294,-1.5517,2.055,29.731,1.7196,0,0,0.3865,0.1676,0.427,0.0612,0.0244,-0.5464,0.0622,36.4241,0.2612,0.3637,0.0132,3720356000,8328337000,1172126000,4376229000,1025500500,100781000,0,60.8858,5.6757,0,7.1199,19.9104,0,0.2002,-0.3608,0.2496,0.4692,0.4516,0.4493,0.4596,0.4569,-0.0095,-0.0063,0,0.3242,0.3702,0.1059,0.1069,0.211,0.0911,0.1425,0.3165,0.1072,0.1531,0.8533,0.0797,0.0493,0.0799,0,0,0,0.4621,0,0.1448,0.1503,-0.0057,0.2542,0.1351,27.3157059,1,1982
AAP,Advance Auto Parts,Consumer Discretionary,109.63,19.54,0.21832074,6.19,169.55,78.81,8123611867,853941000,1.1301061,2.51,174.79,151.47,118.41,104.02,160.695,137.2952381,100.9474603,91.97333333,147.8,116.05,87.08,79.38,7.899174215,9.416554205,6.648064955,7.689563518,9373784000,-0.0203,5288735000,4085049000,0,3514837000,3514837000,570212000,58801000,520259000,44754000,0,0,475505000,0,475505000,6.44,6.42,73898043,73846000,0.24,0.4358,0.088,0.0618,0.051,0.045,828320000,579060000,475505000,0.0555,0.0507,546937000,0,546937000,606357000,4168492000,5426892000,1394138000,1591967000,0,0,3055409000,8482301000,2894582000,0,3480097000,1044327000,1044327000,0,303620000,0,1587008000,5067105000,-24954000,2920096000,3415196000,0,497390000,105106000,585515000,249260000,35267000,600805000,-178659000,0,0,-178639000,14004000,-2422000,-17854000,-14872000,4465000,411759000,422146000,-0.0634,2.2957,4.3003,0.8364,16.4736,18.5583,13.0489,13.01292615,16.44195349,0.834052833,0.002283637,11.35973428,2.289248142,0.061774413,0.898454392,0.913977461,0.435795086,1,0.060830503,0.050727113,0.086022539,0.1423,0.1392,0.08,0.913977461,0.898454392,0.061774413,0.6812,2.2071,6.723713147,1.105099194,1.559,0.331397085,0.157161424,-287.6869,23.6106,,112.7103,,0.1231,0.3058,0.234179081,0.234179081,9.8478,0.575303521,2.483693762,8.1359,5.717,7.4065,0.037,0.06409418,0.702633966,0.575303521,,3.362858854,3.057329541,0.03754745,126.9369,6.4391,8.1359,5.717,7.4065,46.248,93.307,46.2475,14.142,7839843382,8337233382,16.4736,0.8364,13.0489,18.5583,2.2957,4.3003,0.8894,10.0652,13.8768,19.7496,0.0607,0.0538,0.3058,0.1231,0.6005,1.559,9.8478,1.2635,0.0023,0.037,0.375,0,0.1877,0.2974,0.0191,-0.7168,0.0038,81.8298,0.08,0.1423,0.0459,1946795000,6890334000,359787000,3907627000,623804500,2990379500,4247180000,23.6106,112.7103,-287.6869,15.0268,0.6812,2.2071,0.1392,-2.4193,-0.0401,-0.275,-0.276,0.0346,0.0354,0.0355,0.0039,0.0034,0,0.1481,0.5873,0.1053,0.0838,-0.0203,0.0748,-0.028,-0.0576,0.1087,0.0396,-0.0166,0.1671,0.228,0.1897,0,0,0,-0.0544,-0.0364,0.0201,0.1666,0.0013,0,0.0134,48.67223922,1,1932
